horizon,best_model,rmse,mae,r2,mape
daily,RandomForest_Fast,4.612457180389118,1.6117494558065484,0.9849855374219992,14442.803978849111
monthly,XGBoost_Fast,11.941578279624938,7.541407561448481,0.984035147582936,17.61186310535547
yearly,XGBoost_Fast,26.813859594968683,18.23075179946005,0.9841502548253391,9.406881659976282
